currency,value_date,fx_rate,daily_return
USD,1991-12-10,1.807,-0.0027593818984548157
USD,1991-12-11,1.808,0.0005534034311014402
USD,1991-12-12,1.807,-0.0005530973451327581
USD,1991-12-13,1.816,0.0049806308799116294
USD,1991-12-16,1.825,0.004955947136563887
USD,1991-12-17,1.828,0.0016438356164383272
USD,1991-12-18,1.83,0.001094091903719896
USD,1991-12-19,1.835,0.002732240437158362
USD,1991-12-20,1.859,0.013079019073569453
USD,1991-12-23,1.881,0.01183431952662728
USD,1991-12-24,1.873,-0.004253056884635842
USD,1991-12-25,1.884,0.005872931126534864
USD,1991-12-26,1.884,0.0
USD,1991-12-27,1.874,-0.005307855626326852
USD,1991-12-30,1.867,-0.003735325506937115
USD,1991-12-31,1.868,0.0005356186395286677
USD,1992-01-01,1.869,0.0005353319057814776
USD,1992-01-02,1.866,-0.0016051364365970988
USD,1992-01-03,1.849,-0.009110396570203738
USD,1992-01-06,1.883,0.01838831800973506
USD,1992-01-07,1.885,0.0010621348911312722
USD,1992-01-08,1.878,-0.003713527851458953
USD,1992-01-09,1.815,-0.033546325878594185
USD,1992-01-10,1.789,-0.014325068870523427
USD,1992-01-13,1.798,0.005030743432085094
USD,1992-01-14,1.786,-0.006674082313681828
USD,1992-01-15,1.753,-0.018477043673012394
USD,1992-01-16,1.764,0.0062749572162008604
USD,1992-01-17,1.8,0.020408163265306145
USD,1992-01-20,1.799,-0.0005555555555556424
USD,1992-01-21,1.806,0.0038910505836575737
USD,1992-01-22,1.806,0.0
USD,1992-01-23,1.785,-0.011627906976744207
USD,1992-01-24,1.796,0.006162464985994376
USD,1992-01-27,1.783,-0.007238307349666018
USD,1992-01-28,1.792,0.0050476724621424385
USD,1992-01-29,1.799,0.00390625
USD,1992-01-30,1.782,-0.009449694274596965
USD,1992-01-31,1.786,0.002244668911335568
USD,1992-02-03,1.796,0.005599104143336975
USD,1992-02-04,1.802,0.0033407572383072903
USD,1992-02-05,1.817,0.008324084350721295
USD,1992-02-06,1.821,0.0022014309301046087
USD,1992-02-07,1.839,0.009884678747940745
USD,1992-02-10,1.819,-0.010875475802066381
USD,1992-02-11,1.799,-0.010995052226498103
USD,1992-02-12,1.788,-0.00611450806003333
USD,1992-02-13,1.773,-0.008389261744966459
USD,1992-02-14,1.771,-0.0011280315848843925
USD,1992-02-17,1.77,-0.0005646527385657629
USD,1992-02-18,1.755,-0.008474576271186529
USD,1992-02-19,1.757,0.0011396011396012096
USD,1992-02-20,1.752,-0.002845759817871274
USD,1992-02-21,1.743,-0.005136986301369828
USD,1992-02-24,1.746,0.0017211703958690538
USD,1992-02-25,1.74,-0.0034364261168384758
USD,1992-02-26,1.755,0.008620689655172376
USD,1992-02-27,1.764,0.00512820512820511
USD,1992-02-28,1.757,-0.003968253968254065
USD,1992-03-02,1.754,-0.0017074558907227422
USD,1992-03-03,1.738,-0.009122006841505104
USD,1992-03-04,1.726,-0.0069044879171461515
USD,1992-03-05,1.717,-0.005214368482039378
USD,1992-03-06,1.719,0.0011648223645894795
USD,1992-03-09,1.726,0.004072134962187279
USD,1992-03-10,1.718,-0.004634994206257237
USD,1992-03-11,1.727,0.005238649592549605
USD,1992-03-12,1.714,-0.007527504342791036
USD,1992-03-13,1.708,-0.003500583430571802
USD,1992-03-16,1.722,0.008196721311475308
USD,1992-03-17,1.736,0.008130081300812941
USD,1992-03-18,1.728,-0.004608294930875556
USD,1992-03-19,1.712,-0.0092592592592593
USD,1992-03-20,1.713,0.0005841121495326895
USD,1992-03-23,1.72,0.004086398131932123
USD,1992-03-24,1.719,-0.0005813953488371659
USD,1992-03-25,1.732,0.0075625363583478045
USD,1992-03-26,1.725,-0.004041570438799047
USD,1992-03-27,1.743,0.01043478260869568
USD,1992-03-30,1.736,-0.004016064257028162
USD,1992-03-31,1.737,0.0005760368663594306
USD,1992-04-01,1.726,-0.0063327576280944875
USD,1992-04-02,1.731,0.0028968713789108147
USD,1992-04-03,1.744,0.007510109763142703
USD,1992-04-06,1.747,0.0017201834862385912
USD,1992-04-07,1.75,0.0017172295363478973
USD,1992-04-08,1.749,-0.0005714285714285561
USD,1992-04-09,1.762,0.007432818753573489
USD,1992-04-10,1.765,0.0017026106696935717
USD,1992-04-13,1.763,-0.001133144475920722
USD,1992-04-14,1.762,-0.0005672149744753163
USD,1992-04-15,1.755,-0.0039727582292850006
USD,1992-04-16,1.745,-0.005698005698005604
USD,1992-04-17,1.745,0.0
USD,1992-04-20,1.748,0.0017191977077364307
USD,1992-04-21,1.752,0.0022883295194509046
USD,1992-04-22,1.763,0.006278538812785284
USD,1992-04-23,1.768,0.0028360748723768037
USD,1992-04-24,1.774,0.0033936651583710287
USD,1992-04-27,1.777,0.0016910935738443378
USD,1992-04-28,1.777,0.0
USD,1992-04-29,1.772,-0.002813731007315634
USD,1992-04-30,1.78,0.004514672686230181
USD,1992-05-01,1.786,0.003370786516853963
USD,1992-05-04,1.779,-0.00391937290033606
USD,1992-05-05,1.787,0.0044969083754917705
USD,1992-05-06,1.797,0.00559597090095143
USD,1992-05-07,1.799,0.0011129660545352582
USD,1992-05-08,1.791,-0.004446914952751513
USD,1992-05-11,1.798,0.003908431044109539
USD,1992-05-12,1.813,0.008342602892102313
USD,1992-05-13,1.827,0.007722007722007707
USD,1992-05-14,1.815,-0.006568144499178974
USD,1992-05-15,1.823,0.0044077134986226785
USD,1992-05-18,1.836,0.007131102578167958
USD,1992-05-19,1.836,0.0
USD,1992-05-20,1.83,-0.0032679738562091387
USD,1992-05-21,1.817,-0.0071038251366121186
USD,1992-05-22,1.818,0.0005503577325260967
USD,1992-05-25,1.818,0.0
USD,1992-05-26,1.823,0.002750275027502802
USD,1992-05-27,1.796,-0.014810751508502418
USD,1992-05-28,1.805,0.0050111358574609355
USD,1992-05-29,1.828,0.012742382271468289
USD,1992-06-01,1.826,-0.001094091903719896
USD,1992-06-02,1.812,-0.00766703176341732
USD,1992-06-03,1.819,0.003863134657836609
USD,1992-06-04,1.83,0.006047278724574001
USD,1992-06-05,1.832,0.0010928961748633004
USD,1992-06-08,1.835,0.0016375545851528006
USD,1992-06-09,1.833,-0.0010899182561308063
USD,1992-06-10,1.835,0.0010911074740862503
USD,1992-06-11,1.85,0.008174386920980936
USD,1992-06-12,1.851,0.000540540540540535
USD,1992-06-15,1.858,0.0037817396002162162
USD,1992-06-16,1.864,0.0032292787944026013
USD,1992-06-17,1.855,-0.004828326180257525
USD,1992-06-18,1.862,0.0037735849056603765
USD,1992-06-19,1.858,-0.002148227712137518
USD,1992-06-22,1.863,0.0026910656620020568
USD,1992-06-23,1.862,-0.0005367686527105731
USD,1992-06-24,1.879,0.009129967776584369
USD,1992-06-25,1.896,0.009047365620010517
USD,1992-06-26,1.895,-0.0005274261603375185
USD,1992-06-29,1.903,0.004221635883905117
USD,1992-06-30,1.904,0.0005254860746188861
USD,1992-07-01,1.904,0.0
USD,1992-07-02,1.924,0.010504201680672232
USD,1992-07-03,1.909,-0.0077962577962576995
USD,1992-07-06,1.91,0.0005238344683080598
USD,1992-07-07,1.934,0.012565445026178068
USD,1992-07-08,1.929,-0.002585315408479727
USD,1992-07-09,1.901,-0.014515292897874565
USD,1992-07-10,1.92,0.009994739610731163
USD,1992-07-13,1.932,0.006250000000000089
USD,1992-07-14,1.92,-0.006211180124223614
USD,1992-07-15,1.922,0.0010416666666666075
USD,1992-07-16,1.939,0.008844953173777315
USD,1992-07-17,1.952,0.0067044868488910225
USD,1992-07-20,1.907,-0.02305327868852458
USD,1992-07-21,1.912,0.002621919244887305
USD,1992-07-22,1.907,-0.0026150627615062483
USD,1992-07-23,1.914,0.0036706869428420053
USD,1992-07-24,1.894,-0.010449320794148398
USD,1992-07-27,1.922,0.014783526927138357
USD,1992-07-28,1.929,0.0036420395421437046
USD,1992-07-29,1.92,-0.004665629860031162
USD,1992-07-30,1.927,0.003645833333333348
USD,1992-07-31,1.926,-0.0005189413596263792
USD,1992-08-03,1.925,-0.0005192107995846129
USD,1992-08-04,1.92,-0.0025974025974027093
USD,1992-08-05,1.907,-0.0067708333333332815
USD,1992-08-06,1.915,0.004195070791819688
USD,1992-08-07,1.93,0.007832898172323688
USD,1992-08-10,1.931,0.0005181347150260418
USD,1992-08-11,1.929,-0.0010357327809424888
USD,1992-08-12,1.93,0.0005184033177811909
USD,1992-08-13,1.933,0.0015544041450776813
USD,1992-08-14,1.922,-0.005690636316606379
USD,1992-08-17,1.924,0.0010405827263266776
USD,1992-08-18,1.929,0.0025987525987527516
USD,1992-08-19,1.934,0.0025920165889061764
USD,1992-08-20,1.939,0.002585315408479838
USD,1992-08-21,1.957,0.009283135636926287
USD,1992-08-24,1.994,0.0189064895247828
USD,1992-08-25,1.988,-0.0030090270812437314
USD,1992-08-26,1.984,-0.002012072434607659
USD,1992-08-27,1.98,-0.0020161290322581182
USD,1992-08-28,1.983,0.0015151515151514694
USD,1992-08-31,1.988,0.002521432173474558
USD,1992-09-01,2.002,0.007042253521126751
USD,1992-09-02,1.998,-0.0019980019980019303
USD,1992-09-03,1.982,-0.00800800800800805
USD,1992-09-04,1.997,0.007568113017154543
USD,1992-09-07,1.995,-0.0010015022533800266
USD,1992-09-08,2.005,0.005012531328320691
USD,1992-09-09,1.971,-0.01695760598503726
USD,1992-09-10,1.955,-0.008117706747843734
USD,1992-09-11,1.921,-0.017391304347826098
USD,1992-09-14,1.897,-0.012493492972410203
USD,1992-09-15,1.858,-0.020558777016341567
USD,1992-09-16,1.781,-0.04144241119483327
USD,1992-09-17,1.786,0.0028074115665357446
USD,1992-09-18,1.735,-0.028555431131018993
USD,1992-09-21,1.71,-0.014409221902017322
USD,1992-09-22,1.692,-0.010526315789473717
USD,1992-09-23,1.716,0.014184397163120588
USD,1992-09-24,1.71,-0.0034965034965035446
USD,1992-09-25,1.71,0.0
USD,1992-09-28,1.731,0.012280701754386003
USD,1992-09-29,1.787,0.03235124205661455
USD,1992-09-30,1.784,-0.0016787912702853625
USD,1992-10-01,1.742,-0.023542600896861
USD,1992-10-02,1.729,-0.00746268656716409
USD,1992-10-05,1.713,-0.009253903990746104
USD,1992-10-06,1.713,0.0
USD,1992-10-07,1.71,-0.0017513134851139256
USD,1992-10-08,1.683,-0.015789473684210464
USD,1992-10-09,1.695,0.007130124777183555
USD,1992-10-12,1.704,0.005309734513274211
USD,1992-10-13,1.717,0.00762910798122074
USD,1992-10-14,1.708,-0.005241700640652325
USD,1992-10-15,1.691,-0.00995316159250581
USD,1992-10-16,1.648,-0.02542874039030163
USD,1992-10-19,1.622,-0.01577669902912604
USD,1992-10-20,1.625,0.0018495684340320562
USD,1992-10-21,1.604,-0.012923076923076815
USD,1992-10-22,1.624,0.012468827930174564
USD,1992-10-23,1.623,-0.0006157635467981537
USD,1992-10-26,1.584,-0.02402957486136781
USD,1992-10-27,1.577,-0.004419191919192045
USD,1992-10-28,1.572,-0.003170577045022105
USD,1992-10-29,1.572,0.0
USD,1992-10-30,1.558,-0.008905852417302795
USD,1992-11-02,1.534,-0.015404364569961526
USD,1992-11-03,1.551,0.011082138200782188
USD,1992-11-04,1.545,-0.003868471953578312
USD,1992-11-05,1.536,-0.005825242718446533
USD,1992-11-06,1.53,-0.00390625
USD,1992-11-09,1.512,-0.0117647058823529
USD,1992-11-10,1.517,0.003306878306878147
USD,1992-11-11,1.524,0.004614370468029039
USD,1992-11-12,1.53,0.003937007874015741
USD,1992-11-13,1.55,0.013071895424836555
USD,1992-11-16,1.525,-0.016129032258064613
USD,1992-11-17,1.523,-0.0013114754098361159
USD,1992-11-18,1.526,0.001969796454366346
USD,1992-11-19,1.539,0.008519003931847902
USD,1992-11-20,1.512,-0.01754385964912275
USD,1992-11-23,1.522,0.006613756613756516
USD,1992-11-24,1.526,0.0026281208935610145
USD,1992-11-25,1.527,0.000655307994757548
USD,1992-11-26,1.523,-0.0026195153896528822
USD,1992-11-27,1.512,-0.007222586999343306
USD,1992-11-30,1.516,0.002645502645502562
USD,1992-12-01,1.548,0.02110817941952514
USD,1992-12-02,1.553,0.00322997416020665
USD,1992-12-03,1.563,0.006439150032195862
USD,1992-12-04,1.56,-0.0019193857965450478
USD,1992-12-07,1.598,0.024358974358974272
USD,1992-12-08,1.599,0.0006257822277846437
USD,1992-12-09,1.565,-0.021263289555972453
USD,1992-12-10,1.554,-0.007028753993610137
USD,1992-12-11,1.556,0.0012870012870012104
USD,1992-12-14,1.567,0.007069408740359773
USD,1992-12-15,1.568,0.0006381620931716903
USD,1992-12-16,1.575,0.004464285714285587
USD,1992-12-17,1.58,0.0031746031746031633
USD,1992-12-18,1.568,-0.0075949367088608
USD,1992-12-21,1.558,-0.0063775510204081565
USD,1992-12-22,1.536,-0.014120667522464658
USD,1992-12-23,1.527,-0.005859375000000111
USD,1992-12-24,1.528,0.0006548788474132206
USD,1992-12-25,1.522,-0.003926701570680646
USD,1992-12-28,1.498,-0.015768725361366642
USD,1992-12-29,1.508,0.006675567423231055
USD,1992-12-30,1.51,0.0013262599469496816
USD,1992-12-31,1.511,0.0006622516556291647
USD,1993-01-04,1.5,-0.007279947054930402
USD,1993-01-05,1.55,0.03333333333333344
USD,1993-01-06,1.542,-0.005161290322580614
USD,1993-01-07,1.531,-0.007133592736705663
USD,1993-01-08,1.531,0.0
USD,1993-01-11,1.553,0.014369693011103912
USD,1993-01-12,1.544,-0.0057952350289761645
USD,1993-01-13,1.549,0.0032383419689119286
USD,1993-01-14,1.538,-0.007101355713363344
USD,1993-01-15,1.531,-0.004551365409622976
USD,1993-01-18,1.551,0.013063357282821597
USD,1993-01-19,1.547,-0.0025789813023855412
USD,1993-01-20,1.544,-0.0019392372333547625
USD,1993-01-21,1.523,-0.0136010362694301
USD,1993-01-22,1.531,0.005252790544977071
USD,1993-01-25,1.557,0.0169823644676681
USD,1993-01-26,1.539,-0.011560693641618491
USD,1993-01-27,1.511,-0.018193632228719947
USD,1993-01-28,1.516,0.0033090668431503545
USD,1993-01-29,1.487,-0.0191292875989445
USD,1993-02-01,1.46,-0.0181573638197714
USD,1993-02-02,1.444,-0.010958904109588996
USD,1993-02-03,1.435,-0.006232686980609303
USD,1993-02-04,1.441,0.004181184668989646
USD,1993-02-05,1.446,0.003469812630117808
USD,1993-02-08,1.439,-0.004840940525587811
USD,1993-02-09,1.43,-0.006254343293954245
USD,1993-02-10,1.424,-0.004195804195804231
USD,1993-02-11,1.419,-0.003511235955056091
USD,1993-02-12,1.421,0.0014094432699083281
USD,1993-02-15,1.42,-0.0007037297677692234
USD,1993-02-16,1.449,0.02042253521126769
USD,1993-02-17,1.446,-0.0020703933747412417
USD,1993-02-18,1.448,0.0013831258644536604
USD,1993-02-19,1.454,0.004143646408839796
USD,1993-02-22,1.457,0.0020632737276480295
USD,1993-02-23,1.454,-0.002059025394646641
USD,1993-02-24,1.43,-0.016506189821182904
USD,1993-02-25,1.432,0.0013986013986013734
USD,1993-02-26,1.425,-0.004888268156424513
USD,1993-03-01,1.439,0.009824561403508847
USD,1993-03-02,1.448,0.006254343293954134
USD,1993-03-03,1.451,0.002071823204419898
USD,1993-03-04,1.455,0.002756719503790528
USD,1993-03-05,1.446,-0.006185567010309367
USD,1993-03-08,1.442,-0.0027662517289073207
USD,1993-03-09,1.44,-0.001386962552011095
USD,1993-03-10,1.433,-0.004861111111111094
USD,1993-03-11,1.431,-0.0013956734124215275
USD,1993-03-12,1.433,0.0013976240391335715
USD,1993-03-15,1.435,0.0013956734124214165
USD,1993-03-16,1.449,0.009756097560975618
USD,1993-03-17,1.453,0.002760524499654915
USD,1993-03-18,1.486,0.022711631108052188
USD,1993-03-19,1.491,0.003364737550471064
USD,1993-03-22,1.487,-0.0026827632461435824
USD,1993-03-23,1.484,-0.0020174848688635505
USD,1993-03-24,1.477,-0.004716981132075415
USD,1993-03-25,1.475,-0.0013540961408260443
USD,1993-03-26,1.487,0.008135593220339077
USD,1993-03-29,1.492,0.00336247478143914
USD,1993-03-30,1.493,0.0006702412868633267
USD,1993-03-31,1.515,0.014735432016074856
USD,1993-04-01,1.531,0.010561056105610644
USD,1993-04-02,1.522,-0.005878510777269641
USD,1993-04-05,1.52,-0.0013140604467805073
USD,1993-04-06,1.514,-0.003947368421052588
USD,1993-04-07,1.514,0.0
USD,1993-04-08,1.528,0.009247027741083214
USD,1993-04-09,1.528,0.0
USD,1993-04-12,1.547,0.012434554973821843
USD,1993-04-13,1.559,0.007756948933419494
USD,1993-04-14,1.554,-0.003207184092366866
USD,1993-04-15,1.538,-0.01029601029601035
USD,1993-04-16,1.526,-0.007802340702210642
USD,1993-04-19,1.542,0.010484927916120546
USD,1993-04-20,1.548,0.0038910505836575737
USD,1993-04-21,1.54,-0.0051679586563307955
USD,1993-04-22,1.564,0.01558441558441559
USD,1993-04-23,1.575,0.007033248081841359
USD,1993-04-26,1.586,0.0069841269841270925
USD,1993-04-27,1.574,-0.007566204287515754
USD,1993-04-28,1.574,0.0
USD,1993-04-29,1.574,0.0
USD,1993-04-30,1.574,0.0
USD,1993-05-03,1.565,-0.00571791613723005
USD,1993-05-04,1.568,0.00191693290734829
USD,1993-05-05,1.567,-0.0006377551020408934
USD,1993-05-06,1.581,0.00893426930440322
USD,1993-05-07,1.57,-0.006957621758380661
USD,1993-05-10,1.533,-0.023566878980891826
USD,1993-05-11,1.541,0.005218525766470972
USD,1993-05-12,1.534,-0.004542504866969388
USD,1993-05-13,1.523,-0.007170795306388644
USD,1993-05-14,1.538,0.009848982271831952
USD,1993-05-17,1.535,-0.0019505851755526882
USD,1993-05-18,1.536,0.0006514657980456473
USD,1993-05-19,1.544,0.005208333333333259
USD,1993-05-20,1.556,0.007772020725388629
USD,1993-05-21,1.542,-0.00899742930591263
USD,1993-05-24,1.539,-0.0019455252918288979
USD,1993-05-25,1.543,0.002599090318388564
USD,1993-05-26,1.548,0.003240440699935343
USD,1993-05-27,1.563,0.009689922480620172
USD,1993-05-28,1.561,-0.001279590531030106
USD,1993-05-31,1.562,0.0006406149903908087
USD,1993-06-01,1.555,-0.004481434058898892
USD,1993-06-02,1.541,-0.009003215434083556
USD,1993-06-03,1.549,0.005191434133679396
USD,1993-06-04,1.509,-0.0258231116849581
USD,1993-06-07,1.526,0.011265738899933764
USD,1993-06-08,1.52,-0.003931847968545177
USD,1993-06-09,1.515,-0.00328947368421062
USD,1993-06-10,1.531,0.010561056105610644
USD,1993-06-11,1.522,-0.005878510777269641
USD,1993-06-14,1.527,0.003285151116951379
USD,1993-06-15,1.517,-0.006548788474132317
USD,1993-06-16,1.506,-0.007251153592616966
USD,1993-06-17,1.515,0.005976095617529875
USD,1993-06-18,1.498,-0.011221122112211157
USD,1993-06-21,1.489,-0.006008010680907838
USD,1993-06-22,1.478,-0.007387508394895992
USD,1993-06-23,1.473,-0.003382949932340895
USD,1993-06-24,1.469,-0.0027155465037338455
USD,1993-06-25,1.477,0.005445881552076148
USD,1993-06-28,1.496,0.012863913337846977
USD,1993-06-29,1.513,0.011363636363636243
USD,1993-06-30,1.489,-0.015862524785194898
USD,1993-07-01,1.517,0.01880456682337117
USD,1993-07-02,1.508,-0.005932762030322891
USD,1993-07-05,1.51,0.0013262599469496816
USD,1993-07-06,1.503,-0.004635761589404042
USD,1993-07-07,1.495,-0.005322687957418304
USD,1993-07-08,1.497,0.0013377926421405117
USD,1993-07-09,1.481,-0.010688042752171056
USD,1993-07-12,1.477,-0.0027008777852801646
USD,1993-07-13,1.498,0.014218009478673022
USD,1993-07-14,1.502,0.002670226969292422
USD,1993-07-15,1.489,-0.008655126498002597
USD,1993-07-16,1.487,-0.001343183344526544
USD,1993-07-19,1.499,0.00806993947545398
USD,1993-07-20,1.512,0.00867244829886582
USD,1993-07-21,1.516,0.002645502645502562
USD,1993-07-22,1.513,-0.0019788918205805306
USD,1993-07-23,1.505,-0.005287508261731633
USD,1993-07-26,1.502,-0.001993355481727521
USD,1993-07-27,1.489,-0.008655126498002597
USD,1993-07-28,1.495,0.004029550033579632
USD,1993-07-29,1.481,-0.00936454849498325
USD,1993-07-30,1.482,0.0006752194463199857
USD,1993-08-02,1.502,0.013495276653171295
USD,1993-08-03,1.501,-0.0006657789613848664
USD,1993-08-04,1.502,0.0006662225183211579
USD,1993-08-05,1.496,-0.003994673768308976
USD,1993-08-06,1.499,0.0020053475935830622
USD,1993-08-09,1.492,-0.004669779853235578
USD,1993-08-10,1.467,-0.016756032171581725
USD,1993-08-11,1.472,0.003408316291751756
USD,1993-08-12,1.466,-0.0040760869565217295
USD,1993-08-13,1.46,-0.004092769440654842
USD,1993-08-16,1.49,0.020547945205479534
USD,1993-08-17,1.489,-0.0006711409395971923
USD,1993-08-18,1.516,0.01813297515110812
USD,1993-08-19,1.505,-0.0072559366754618715
USD,1993-08-20,1.515,0.006644518272425293
USD,1993-08-23,1.506,-0.005940594059405835
USD,1993-08-24,1.499,-0.004648074369189792
USD,1993-08-25,1.482,-0.011340893929286278
USD,1993-08-26,1.511,0.019568151147098423
USD,1993-08-27,1.504,-0.0046326935804102964
USD,1993-08-30,1.493,-0.007313829787233939
USD,1993-08-31,1.491,-0.0013395847287340779
USD,1993-09-01,1.504,0.008718980549966338
USD,1993-09-02,1.502,-0.0013297872340425343
USD,1993-09-03,1.531,0.019307589880159792
USD,1993-09-06,1.527,-0.0026126714565642972
USD,1993-09-07,1.539,0.007858546168958647
USD,1993-09-08,1.542,0.0019493177387914784
USD,1993-09-09,1.549,0.004539559014267169
USD,1993-09-10,1.552,0.001936733376372013
USD,1993-09-13,1.547,-0.003221649484536182
USD,1993-09-14,1.545,-0.0012928248222365823
USD,1993-09-15,1.549,0.0025889967637540146
USD,1993-09-16,1.533,-0.010329244673983218
USD,1993-09-17,1.533,0.0
USD,1993-09-20,1.533,0.0
USD,1993-09-21,1.515,-0.011741682974559686
USD,1993-09-22,1.517,0.0013201320132012473
USD,1993-09-23,1.506,-0.007251153592616966
USD,1993-09-24,1.509,0.0019920318725099584
USD,1993-09-27,1.513,0.002650762094102088
USD,1993-09-28,1.514,0.0006609385327165374
USD,1993-09-29,1.512,-0.0013210039630119352
USD,1993-09-30,1.495,-0.011243386243386166
USD,1993-10-01,1.506,0.0073578595317724815
USD,1993-10-04,1.515,0.005976095617529875
USD,1993-10-05,1.516,0.0006600660066007347
USD,1993-10-06,1.525,0.00593667546174137
USD,1993-10-07,1.523,-0.0013114754098361159
USD,1993-10-08,1.535,0.007879185817465606
USD,1993-10-11,1.531,-0.002605863192182367
USD,1993-10-12,1.533,0.001306335728282093
USD,1993-10-13,1.522,-0.0071754729288975305
USD,1993-10-14,1.515,-0.0045992115637319975
USD,1993-10-15,1.511,-0.0026402640264026056
USD,1993-10-18,1.487,-0.01588352084712097
USD,1993-10-19,1.489,0.0013449899125757003
USD,1993-10-20,1.495,0.004029550033579632
USD,1993-10-21,1.484,-0.007357859531772704
USD,1993-10-22,1.473,-0.0074123989218327635
USD,1993-10-25,1.478,0.0033944331296673624
USD,1993-10-26,1.481,0.002029769959404737
USD,1993-10-27,1.481,0.0
USD,1993-10-28,1.489,0.005401755570560329
USD,1993-10-29,1.479,-0.006715916722632609
USD,1993-11-01,1.482,0.002028397565922768
USD,1993-11-02,1.473,-0.006072874493927016
USD,1993-11-03,1.485,0.008146639511201537
